id,content,score,content_length,cleaned_content,keywords_str
2844,手机外形真的很惊艳，由于之前手机的home键坏了，现在用这手机，是立即上手啊，很棒。面容ID用起来，真的就感觉这个东西好像不存在一样。没有买保险，买了个超厚的壳，哈哈。手机四周的材料，不带壳，那是绝对的会掉漆的。还有后面的摄像头凸起，很容易进灰，不带保护壳，时间长了，摄像头也是绝对的会磨损的。,5,147,手机外形真的很惊艳由于之前手机的键坏了现在用这手机是立即上手啊很棒面容用起来真的就感觉这个东西好像不存在一样没有买保险买了个超厚的壳哈哈手机四周的材料不带壳那是绝对的会掉漆的还有后面的摄像头凸起很容易进灰不带保护壳时间长了摄像头也是绝对的会磨损的,绝对 摄像头 真的 手机 存在 外形 后面 保护 好像 容易 很棒 惊艳 时间 之前 起来
2845,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
2846,很好看，妈妈特别喜欢你，里面字体也特别大。,5,21,很好看妈妈特别喜欢你里面字体也特别大,特别 字体 里面 妈妈 好看 喜欢
2847,真的太卡，电板不耐用，其他没问题,3,16,真的太卡电板不耐用其他没问题,耐用 真的 问题
2848,买给老爸用的，真心不错?,5,12,买给老爸用的真心不错,真心 老爸 不错
2849,以前从来不相信第三方，前几天斗胆尝试了一下，抱着不行就退货的心态，没想到竟是原封货！这次购物很满意，也我让开始相信第三方，第三方可以京东仓发货，速度也是很快的！,5,80,以前从来不相信第三方前几天斗胆尝试了一下抱着不行就退货的心态没想到竟是原封货这次购物很满意也我让开始相信第三方第三方可以京东仓发货速度也是很快的,第三方 相信 退货 没想到 不行 这次 购物 几天 发货 一下 满意 很快 速度 京东
2850,"手机收到用了一个月了才来评价
声音大   轻巧  锁键这个功能好  防止老人不小心按到",5,43,手机收到用了一个月了才来评价 声音大 轻巧 锁键这个功能好 防止老人不小心按到,小心 轻巧 一个月 老人 声音 功能 评价 收到 手机
2851,太次了，早知道买小米或者魅族了。破音了，不够流畅,5,24,太次了早知道买小米或者魅族了破音了不够流畅,魅族 不够 知道 流畅
2852,宝贝非常不错，物美价廉,5,11,宝贝非常不错物美价廉,物美价廉 宝贝 非常 不错
2853,暂时目前用的还不错，以后在追加,5,15,暂时目前用的还不错以后在追加,追加 暂时 以后 不错
2854,到货用了两天，我不是京东包装，电池继航只能一天 ，不长，充电速度慢，要二三个小时，充电头发热，我只是备用。老公用的都是米，便宜，这个5．4的平比5．5平小一点拿到手上舒服多了。希望能用长！,5,94,到货用了两天我不是京东包装电池继航只能一天 不长充电速度慢要二三个小时充电头发热我只是备用老公用的都是米便宜这个的平比平小一点拿到手上舒服多了希望能用长,充电 备用 手上 能用 老公 只能 到货 舒服 两天 小时 便宜 一点 拿到 一天 包装
2855,感觉很nice！买了这个手机，超值啊！谁用谁知道。,5,25,感觉很买了这个手机超值啊谁用谁知道,超值 知道 感觉 手机
2856,还好吧。目前没发现什么问题。,5,14,还好吧目前没发现什么问题,还好 发现 问题
2857,帮姑爹买的，一直觉得小米不出彩，收到手机惊艳了一把！说好用&hellip;&hellip;就是快递如蜗牛,5,52,帮姑爹买的一直觉得小米不出彩收到手机惊艳了一把说好用就是快递如蜗牛,一把 惊艳 觉得 小米 快递 收到 手机
2858,手机收到了。是我喜欢的类型 用得很顺手 大爱。下次还会继续关顾这家店,5,34,手机收到了是我喜欢的类型 用得很顺手 大爱下次还会继续关顾这家店,这家 大爱 顺手 还会 继续 下次 收到 喜欢 手机
2859,正品,5,2,正品,正品
2860,开机速度快，性价比高，值得购买,5,15,开机速度快性价比高值得购买,开机 购买 值得 性价比 速度
2861,外观很炫，从上市之后就喜欢它很久了，趁着手机节入手了&hellip;&hellip;用了几天，系统基本流畅，农药吃鸡这两个游戏运行无压力&hellip;&hellip;不过时间长了还是会有发热量大的问题&hellip;&hellip;拍照功能特别棒，成像效果也很好&hellip;&hellip;总体好评～剩下的就看能坚持多久不卡吧,5,166,外观很炫从上市之后就喜欢它很久了趁着手机节入手了用了几天系统基本流畅农药吃鸡这两个游戏运行无压力不过时间长了还是会有发热量大的问题拍照功能特别棒成像效果也很好总体好评剩下的就看能坚持多久不卡吧,剩下 压力 基本 两个 吃鸡 不卡 游戏 时间 入手 几天 好评 特别 效果 功能 系统
2862,手机不错，爸爸很喜欢,5,10,手机不错爸爸很喜欢,爸爸 喜欢 不错 手机
2863,商品没毛病，全新,5,8,商品没毛病全新,全新 商品 毛病
2864,"必须给京东点个赞，物流就一个字，快。京东小哥服务也很好，手机收到了，包装虽然简陋了点，但是没关系啦。手机人脸识别功能，速度很快，然后很流畅。手机拿回来的时候还有115GB,手机自带有很多软件。拍照功能也很强大，真的是防抖，秒拍，清晰，像素没得说，我第二次用华为手机了，值得信赖。",5,139,必须给京东点个赞物流就一个字快京东小哥服务也很好手机收到了包装虽然简陋了点但是没关系啦手机人脸识别功能速度很快然后很流畅手机拿回来的时候还有手机自带有很多软件拍照功能也很强大真的是防抖秒拍清晰像素没得说我第二次用华为手机了值得信赖,手机 功能 点个 简陋 用华为 回来 京东 第二次 必须 没得说 强大 自带 人脸识别 软件 信赖
2865,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
2866,手机很不好用，才买了一个月，充电器插头就坏了，也不保电，用不了多久就没电了。,5,38,手机很不好用才买了一个月充电器插头就坏了也不保电用不了多久就没电了,没电 一个月 充电器 不了 不好 手机
2867,第一次用小米的手机，总体上感觉相当不错，而且性价比很高。这款6x，拍照效果相当不错，在同价位的手机中，应该说是做得最好的了，外观上做的，中规中矩。不是很花哨。手机系统，做的不错，速度还比较快，唯一不足的地方，是电池偏小，续航能力稍差一些，不过，与其他品牌比较，大致也都相当，很好，以后就是米粉了。京东的送货速度依然高效，非常好。,5,164,第一次用小米的手机总体上感觉相当不错而且性价比很高这款拍照效果相当不错在同价位的手机中应该说是做得最好的了外观上做的中规中矩不是很花哨手机系统做的不错速度还比较快唯一不足的地方是电池偏小续航能力稍差一些不过与其他品牌比较大致也都相当很好以后就是米粉了京东的送货速度依然高效非常好,相当 比较 不错 用小米 同价位 依然 中规中矩 速度 米粉 不足 最好 能力 地方 手机 唯一
2868,手机不错，一下买了俩，反应块，牛逼,5,17,手机不错一下买了俩反应块牛逼,反应 一下 不错 手机
2869,很不错。手机使用起来反应很快,5,14,很不错手机使用起来反应很快,反应 起来 使用 很快 不错 手机
2870,给弟弟买的hh，到手后死傲娇的说钛泽银比蓝色好看，不喜欢这个，结果天天熬夜抱着这个玩游戏聊QQ跟人家说手机配置有多好多好???,5,63,给弟弟买的到手后死傲娇的说钛泽银比蓝色好看不喜欢这个结果天天熬夜抱着这个玩游戏聊跟人家说手机配置有多好多好,蓝色 好多 到手 配置 玩游戏 好看 喜欢 手机
2871,此用户未填写评价内容,5,10,此用户未填写评价内容,未填写 内容 用户 评价
2872,早上八点抢的 等的很着急 拿着很舒服 没用过ios x预算不足 ，没用过iphone 感觉确实不错 和andriod不一样,5,61,早上八点抢的 等的很着急 拿着很舒服 没用过 预算不足 没用过 感觉确实不错 和不一样,没用过 不足 舒服 确实 感觉 不错
2873,这款手机分辨率高，反应快，颜色，外观也很好看我很满意。,5,27,这款手机分辨率高反应快颜色外观也很好看我很满意,分辨率 颜色 反应 好看 满意 外观 手机
2874,一直很喜欢用华为，绝不逊色于外国品牌，男女老少都能用，性价比很高。支持国货！,5,38,一直很喜欢用华为绝不逊色于外国品牌男女老少都能用性价比很高支持国货,用华为 国货 品牌 支持 性价比 喜欢
2875,先给好评...用一段时间再来评价,5,16,先给好评用一段时间再来评价,一段时间 好评 评价
2876,用着不错，非常满意。不错不错不错,5,16,用着不错非常满意不错不错不错,不错 满意 非常
2877,送货很快，晚上下单第二天就到了。手机挺好的，之前买过一个弄丢了，这是第二次购买了。给父母很合适,5,47,送货很快晚上下单第二天就到了手机挺好的之前买过一个弄丢了这是第二次购买了给父母很合适,买过 第二次 合适 晚上 送货 第二天 之前 下单 购买 很快 手机
2878,完美！支持国货，运行流畅。外观很靓。大爱，发货速度很快,5,27,完美支持国货运行流畅外观很靓大爱发货速度很快,大爱 完美 发货 支持 外观 流畅 很快 速度
2879,iPhone现在，性价比最高的手机，没有之一。运行流畅。,5,28,现在性价比最高的手机没有之一运行流畅,最高 运行 性价比 流畅 没有 手机
2880,祝你们买的手机没有这种小毛病 手动微笑,1,19,祝你们买的手机没有这种小毛病 手动微笑,这种 没有 手机
2881,手机收到了，特别喜欢不管是外形还是性能。把旧手机克隆到这个手机占用内存居然比旧手机要少，哈哈哈，而且玩游戏很6 不论是吃鸡还是王者。在千元机中性价比真的很高了，检测了一下是原厂正品，我就搞不懂那些黑性能不好的why？总体来说很满意了！紫色的很好看！！为京东和华为点赞！,5,134,手机收到了特别喜欢不管是外形还是性能把旧手机克隆到这个手机占用内存居然比旧手机要少哈哈哈而且玩游戏很 不论是吃鸡还是王者在千元机中性价比真的很高了检测了一下是原厂正品我就搞不懂那些黑性能不好的总体来说很满意了紫色的很好看为京东和华为点赞,性能 手机 紫色 检测 哈哈哈 王者 居然 点赞 外形 千元 吃鸡 不好 华为 内存 正品
2882,手机是给老公买的，他一直是华为粉，拿着很有手感，用了几天，感觉挺不错的，用起也很顺畅。当时是P20和mate10二选一，最终考虑这款比较适合他。,5,72,手机是给老公买的他一直是华为粉拿着很有手感用了几天感觉挺不错的用起也很顺畅当时是和二选一最终考虑这款比较适合他,最终 顺畅 老公 考虑 挺不错 适合 华为 几天 比较 手感 感觉 手机
